username;tweet;value;remove_user
mastotoping;@CNNIndonesia Bukannya kmarin Pa @mohmahfudmd bilang ngk ad kluster Pilkada? Mn yg bener nih? Td d info jd kalo dr 100 orang yg positif covid 18 orang? Bener ngk ini yah? Duh tolonglah Pa yg transparan dn akuntablelah datanya. Mkin ngeri aj nih euy 😭;negatif; Bukannya kmarin Pa @mohmahfudmd bilang ngk ad kluster Pilkada? Mn yg bener nih? Td d info jd kalo dr 100 orang yg positif covid 18 orang? Bener ngk ini yah? Duh tolonglah Pa, yg transparan dn akuntablelah datanya. Mkin ngeri aj nih euy 😭
twpuyang;@EnggalPMT @DonAdam68 @mohmahfudmd Informasi Bpk @mohmahfudmd banyak tdk akurat al: awal covid dulu tentang hrs sekarang cluster pilkada.;negatif; @DonAdam68 @mohmahfudmd Informasi Bpk @mohmahfudmd banyak tdk akurat al: awal covid dulu, tentang hrs, sekarang cluster pilkada.
lufiuwi;@SabarNdasmu Berangus covid ? Ngaca dulu ! Berapa banyak korban covid karena pilkada? mengapa anda diam tak menyinggung nya! Jangan tunjuk satu jari mu kepada orang lain tapi lupa 4 jari mu mengarah pada mu.  #TetapDukungFPI  #BangsatTidakButuhFPI;negatif; Berangus covid ? Ngaca dulu ! Berapa banyak korban covid karena pilkada? mengapa anda diam tak menyinggung nya! Jangan tunjuk satu jari mu kepada orang lain tapi lupa 4 jari mu mengarah pada mu.  #TetapDukungFPI  #BangsatTidakButuhFPI
lipi_de_3rd;@DonAdam68 @msaid_didu Sing penting pilkada aman anak mantu si plongo sukses mayan bisa ngegarong negara 5th kedepan. Masalah ada kecurangan nyaris takda yg  peduli krn pengalihan isu. Puluhan ribu petugas kpps reaktif dan terpapar covid tak masalah mengh;negatif; @msaid_didu Sing penting pilkada aman, anak mantu si plongo sukses, mayan bisa ngegarong negara 5th kedepan. Masalah ada kecurangan, nyaris takda yg  peduli krn pengalihan isu. Puluhan ribu petugas kpps reaktif dan terpapar covid tak masalah, menghemat penggunaan racun seperti yg sebelumnya.
otakudangku;Lucu nya negeri ini PILKADA selesai mau libur NATARU aja pada ribut ngatur perjalanan. Yang di atur itu cara pemerintah menangani covid RAKYAT JENGAH DWNGAN ATURAN NGGAK JELAS !!! KALO MAU DI BATASIN YA DARI AWAL mikir yang bener bisa nghak sih. SORRY. @kemenhub151 @jokowi;negatif;Lucu nya negeri ini, PILKADA selesai, mau libur NATARU aja pada ribut ngatur perjalanan. Yang di atur itu cara pemerintah menangani covid, RAKYAT JENGAH DWNGAN ATURAN NGGAK JELAS !!! KALO MAU DI BATASIN YA DARI AWAL, mikir yang bener bisa nghak sih. SORRY.  @jokowi
417dy_k0pl4x;@UyokTweet @mohmahfudmd COVID-19 Melonjak Usai Pilkada Makassar Terancam Zona Merah Lagi  https://t.co/ABNpdzNlrD;negatif; @mohmahfudmd COVID-19 Melonjak Usai Pilkada, Makassar Terancam Zona Merah Lagi  https://t.co/ABNpdzNlrD
abahafnan;@Mdy_Asmara1701 Harap maklum PILKADA sudah selesai dgn kenyataan wabah covid tak terkendali bisa jadi opsi darurat sipil menjadi pilihan.;negatif; Harap maklum, PILKADA sudah selesai dgn kenyataan wabah covid tak terkendali bisa jadi opsi darurat sipil menjadi pilihan.
henkmizell;@tribunnews *NAH ITU DIA ORANGNYA YANG HARUS BERTANGGUNG JAWAB PENUH ATAS PULUHAN RIBU PASIEN KASUS COVID AKIBAT PILKADA!;negatif; *NAH ITU DIA ORANGNYA YANG HARUS BERTANGGUNG JAWAB PENUH ATAS PULUHAN RIBU PASIEN KASUS COVID AKIBAT PILKADA!
hardy_1097;Mulai stress saya Pak @jokowi. Temen-temen satu persatu mulai telpon kalo keluarganya positive covid ada yang sampai orang tuanya meninggal. Tapi pemerintah masih plin plan. Lebih mentingin pilkada daripada vaksin gratis. Sampah.;negatif;Mulai stress saya, Pak . Temen-temen satu persatu mulai telpon kalo keluarganya positive covid, ada yang sampai orang tuanya meninggal. Tapi pemerintah masih plin plan. Lebih mentingin pilkada daripada vaksin gratis. Sampah.
ibnupurna;Jubir Satgas Penanganan Covid-19 Banten Ati P. Hastuti nyatakan Pilkada 2020 tlh menjadi klaster baru penyebaran Corona di 3 daerah Prov. Banten.✅ Klaim Menko ⁦@mohmahfudmd⁩ Pilkada Serentak 2020 Bebas Klaster Covid-19 ➡️ https://t.co/FewwcxNOS9  https://t.co/0q4KkXRvjl;negatif;Jubir Satgas Penanganan Covid-19 Banten, Ati P. Hastuti nyatakan Pilkada 2020 tlh menjadi klaster baru penyebaran Corona di 3 daerah Prov. Banten.✅ Klaim Menko ⁦⁩ Pilkada Serentak 2020 Bebas Klaster Covid-19 ➡️ https://t.co/FewwcxNOS9  https://t.co/0q4KkXRvjl
almaidah_54;@CNNIndonesia Orang ini @mohmahfudmd bilang ga hubungan antara kerumunan pilkada dengan penambahan kasus covid. Tangan org ini berlumuran darah orang2 yg meninggal akibat covid dari kluster pilkada;negatif; Orang ini @mohmahfudmd bilang ga hubungan antara kerumunan pilkada dengan penambahan kasus covid. Tangan org ini berlumuran darah orang2 yg meninggal akibat covid dari kluster pilkada
si_capucino;@KompasTV Mau nanya bisa ngk kt nuntut negara atas keputusan mengadakan pilkada? Soalnya setelah pilkada tingkat kasus covid meningkat 😂😂;negatif; Mau nanya bisa ngk kt nuntut negara atas keputusan mengadakan pilkada? Soalnya setelah pilkada tingkat kasus covid meningkat 😂😂
rairedha;@detikcom lah yg kemarin da berita panitia kpps kenak covid apa hoax? atau pengumuman ini cmn untuk buat opini saja biar gk dak yg mempermasalahkan pilkada? auh ah gelap;negatif; lah yg kemarin da berita panitia kpps kenak covid apa hoax?, atau pengumuman ini cmn untuk buat opini saja biar gk dak yg mempermasalahkan pilkada? auh ah gelap
wang_duson;Pemerintah: Belum ada bukti Pilkada 2020 jadi klaster penularan Covid-19  https://t.co/01trcD7VgU   Mungkin @mohmahfudmd lagi ga ada kuota buat baca berita.;negatif;Pemerintah: Belum ada bukti Pilkada 2020 jadi klaster penularan Covid-19  https://t.co/01trcD7VgU   Mungkin  lagi ga ada kuota buat baca berita.
gatotkaca62;"Tetapi kepatuhan protokol apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-19 "" katanya. @kemendagri @satgascovid19id @KPU_ID  #TuntaskanProkesPilkada";positif;"Tetapi kepatuhan protokol, apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-19, "" katanya.  @satgascovid19id @KPU_ID  #TuntaskanProkesPilkada"
gatotkaca62;"""Tapi kalau kita lihat daerah yang tidak ada Pilkada juga sama artinya Pilkada ada tidak ada Pilkada bukan menjadi faktor utama untuk peningkatan penularan Covid-19 @kemendagri @KPU_ID @bawaslu_RI @Dionsiregar_ @dimassoesant @alifrahmadan1 @wisnu_asif  #TuntaskanProkesPilkada";positif;"""Tapi kalau kita lihat daerah yang tidak ada Pilkada juga sama, artinya Pilkada ada tidak ada Pilkada bukan menjadi faktor utama untuk peningkatan penularan Covid-19  @KPU_ID @bawaslu_RI @Dionsiregar_ @dimassoesant @alifrahmadan1 @wisnu_asif  #TuntaskanProkesPilkada"
gatotkaca62;Dari data Satgas Covid-19 itu kata Mendagri semua dapat melihat bahwa daerah Pilkada dengan daerah yang non Pilkada tidak terlalu banyak jauh berbeda.  @kemendagri @KPU_ID @bawaslu_RI @satgascovid19id  #TuntaskanProkesPilkada;positif;Dari data Satgas Covid-19 itu, kata Mendagri, semua dapat melihat bahwa daerah Pilkada dengan daerah yang non Pilkada tidak terlalu banyak jauh berbeda.   @KPU_ID @bawaslu_RI @satgascovid19id  #TuntaskanProkesPilkada
tokeksawit;Bahkan berdasarkan dari Kepala Satgas Covid-19 protokol kesehatan cukup dipatuhi terutama oleh pemilih dan kontestan Pilkada. @kemendagri @KPU_ID @bawaslu_RI @satgascovid19id @kopipolitik1 @Fatma_Reyna @QueenDibaaa  #TuntaskanProkesPilkada;positif;Bahkan berdasarkan dari Kepala Satgas Covid-19, protokol kesehatan cukup dipatuhi, terutama oleh pemilih dan kontestan Pilkada.  @KPU_ID @bawaslu_RI @satgascovid19id @kopipolitik1 @Fatma_Reyna @QueenDibaaa  #TuntaskanProkesPilkada
sudastika;"22) ""Tetapi kepatuhan protokol apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-19"" katanya.  https://t.co/EZlnyXXu2D #TuntaskanProkesPilkada @lakisolehah @ke_214pril @NinjaCir3ng";positif;"22) ""Tetapi kepatuhan protokol, apakah ada Pilkada ataukah tidak ada Pilkada tapi ada kerumunan yang lain itu bisa meningkatkan penularan Covid-19,"" katanya.  https://t.co/EZlnyXXu2D #TuntaskanProkesPilkada  @ke_214pril @NinjaCir3ng"
sudastika;19) Dari data Satgas Covid-19 itu kata Mendagri semua dapat melihat bahwa daerah Pilkada dgn daerah yg non Pilkada tak terlalu banyak jauh berbeda. #TuntaskanProkesPilkada  @kianinara1 @EWinantara @0no_Niha  https://t.co/tC2o8urz6y;positif;19) Dari data Satgas Covid-19 itu, kata Mendagri, semua dapat melihat bahwa daerah Pilkada dgn daerah yg non Pilkada tak terlalu banyak jauh berbeda. #TuntaskanProkesPilkada   @EWinantara @0no_Niha  https://t.co/tC2o8urz6y
sudastika;11) Bahkan berdasarkan dari Kepala Satgas Covid-19 protokol kesehatan cukup dipatuhi terutama oleh pemilih dan kontestan Pilkada. #TuntaskanProkesPilkada @djalisun @MellsDentist @tuwik71  https://t.co/oafRRYAmgd;positif;11) Bahkan berdasarkan dari Kepala Satgas Covid-19, protokol kesehatan cukup dipatuhi, terutama oleh pemilih dan kontestan Pilkada. #TuntaskanProkesPilkada  @MellsDentist @tuwik71  https://t.co/oafRRYAmgd
benzemafaraj_m;@CNNIndonesia @msaid_didu Mahfud terlalu cepat ambil kesimpulan padahal dampak covid pilkada baru bisa dilihat 1 sampai 2 minggu kdepan;negatif; @msaid_didu Mahfud terlalu cepat ambil kesimpulan padahal dampak covid pilkada baru bisa dilihat 1 sampai 2 minggu kdepan
must_herypur;@EnggalPMT @mohmahfudmd Pak RW ku mati hr.minggu tgl 13Des kmrn dan dinyatakan positif covid tgl 9des waktu pilkada jd KPPS sdh terlihat lesu pucat smua KPPS di tps dan para pemilih ada yg terpapar juga masih ngeles MPUD ???;negatif; @mohmahfudmd Pak RW ku mati hr.minggu tgl 13Des kmrn dan dinyatakan positif covid, tgl 9des waktu pilkada jd KPPS sdh terlihat lesu pucat, smua KPPS di tps dan para pemilih ada yg terpapar juga, masih ngeles MPUD ???
sofyan01682105;@mohmahfudmd Kalo ini sukses gk pak? Terlalu terbuai dengan datang nya vaksin sampe lupa sama hajatan dari pemerintah. Saya baca portal berita katanya belom ada laporan ehhh... hari ini ada berita laporan covid dari hajatan pilkada. Kalo gk ada laporan be;negatif; Kalo ini sukses gk pak? Terlalu terbuai dengan datang nya vaksin sampe lupa sama hajatan dari pemerintah. Saya baca portal berita katanya belom ada laporan, ehhh... hari ini ada berita laporan covid dari hajatan pilkada. Kalo gk ada laporan, berarti gk ada tracing  https://t.co/PRQXw5QOzB
herruuwyd;@EnggalPMT @mohmahfudmd Karena memang dari awal covid itu bukan prioritas pilkada diatas segala nya bos.;negatif; @mohmahfudmd Karena memang dari awal covid itu bukan prioritas, pilkada diatas segala nya bos.
berlin220;Pilkada 2020 tidak lahirkan klaster baru covid 19  Bravo @KPU_ID 👍;positif;Pilkada 2020 tidak lahirkan klaster baru covid 19  Bravo  👍
aburatafal;@zarazettirazr Jadi ingat ...ada yg bilang tdk ada kluster covid akibat pilkada. 😁😀😀😀;positif; Jadi ingat ...ada yg bilang tdk ada kluster covid akibat pilkada. 😁😀😀😀
onengndeso;@kompascom Untuk pilkada yang beresiko tinggi pada penularan Covid istana bisa all-out kerahkan sumber daya termasuk anggaran. Kenapa untuk vaksin pake kalkulasi untung-rugi? Apa nyawa rakyat Indonesia sedemikian tak berharganya sehingga seolah bisa diper;negatif; Untuk pilkada yang beresiko tinggi pada penularan Covid, istana bisa all-out kerahkan sumber daya termasuk anggaran. Kenapa untuk vaksin pake kalkulasi untung-rugi? Apa nyawa rakyat Indonesia sedemikian tak berharganya sehingga seolah bisa diperjual-belikan?
ditakencana;@mgpx ketua KPU + covid sampai meninggal pun beritanya ditahan biar gak ngurangi partisipasi pilkada aku wes ora berharap apa apa 🤣;negatif; ketua KPU + covid sampai meninggal pun beritanya ditahan biar gak ngurangi partisipasi pilkada, aku wes ora berharap apa apa 🤣
aryprasetyo85;Tito menuturkan dari pilkada serentak yang diikuti lebih dari 76 juta pemilih dari total daftar pemilih tetap (DPT) 1003 juta pemilih itu ada sejumlah faktor yang membuat protokol kesehatan Covid-19 dapat ditegakkan @jokowi @kemendagri @KSPgoid #ProkesPilkadaSukses  https://t.co/DbInlRQhus;positif;Tito menuturkan dari pilkada serentak yang diikuti lebih dari 76 juta pemilih dari total daftar pemilih tetap (DPT) 100,3 juta pemilih itu, ada sejumlah faktor yang membuat protokol kesehatan Covid-19 dapat ditegakkan  @kemendagri @KSPgoid #ProkesPilkadaSukses  https://t.co/DbInlRQhus
kyanom;@tempodotco Siapa suruh ngadaian pilkada. Calon bupati/walkot petugas kpu kpps udh banyak kena covid malah sampe ada yg mati baru minta ketat.;negatif; Siapa suruh ngadaian pilkada. Calon bupati/walkot, petugas kpu, kpps udh banyak kena covid, malah sampe ada yg mati baru minta ketat.
fagtng;#ProkesPilkadaSukses  Kepatuhan Prokes dalam Pilkada sangat baik.   Ketua Satgas  Doni Monardo tetap meminta semua pihak jangan lengah. Tetap konsisten taat Prokes Covid - 19.   @kemendagri  https://t.co/qfNqz5MXPV;positif;#ProkesPilkadaSukses  Kepatuhan Prokes dalam Pilkada sangat baik.   Ketua Satgas , Doni Monardo tetap meminta semua pihak jangan lengah. Tetap konsisten taat Prokes Covid - 19.     https://t.co/qfNqz5MXPV
tribunnews;Pilkada Serentak Diapresiasi Mahfud MD Sebut Belum Ada Klaster Penularan Covid-19  https://t.co/q6Tl0LvtRM via @tribunnews;positif;Pilkada Serentak Diapresiasi, Mahfud MD Sebut Belum Ada Klaster Penularan Covid-19  https://t.co/q6Tl0LvtRM via 
ficar74;@DonAdam68 Gegara pilkada tingkat penyebaran covid meningkat...dilindungi uu krn ada kepentingan politik kekuasaan...hrsnya ini yg kena pidana kerumunan krn dampaknya jelas n korbannya pun bnyk;negatif; Gegara pilkada tingkat penyebaran covid meningkat...dilindungi uu krn ada kepentingan politik kekuasaan...hrsnya ini yg kena pidana kerumunan krn dampaknya jelas n korbannya pun bnyk
tomafrian;@KompasTV Anda selalu menitikberatkan penambahan kasus covid dengan hari libur dan cuti bersama tp ga pernah membahas pilkada yg juga memakan sejumlah korban covid. Badut anda. Tamak !!;negatif; Anda selalu menitikberatkan penambahan kasus covid dengan hari libur dan cuti bersama tp ga pernah membahas pilkada yg juga memakan sejumlah korban covid. Badut anda. Tamak !!
tribunnews;Kabupaten Serang Jadi Zona Merah Covid-19 Pasca Munculnya Klaster Pilkada di Banten  https://t.co/pouthddXi9 via @tribunnews;negatif;Kabupaten Serang Jadi Zona Merah Covid-19 Pasca Munculnya Klaster Pilkada di Banten  https://t.co/pouthddXi9 via 
bongkyck1;@abu_waras Pilkada tidak ada korelasinya dengan penyebaran covid kata siape yee;negatif; Pilkada tidak ada korelasinya dengan penyebaran covid kata siape yee
neng_anyar;Klu sdh ada yg terpapar Covid 19 akibat kerumunan Pilkada sprt ini siapa yg harus bertanggung jawab dan ditetapkan sbg tersangka?? @jokowi @mohmahfudmd  Akankah polisi berlaku dan bertindak adil sprt thd IBHRS? Rakyat menanti rasa keadilan tsb.   https://t.co/mOkjxMskrS;negatif;Klu sdh ada yg terpapar Covid 19 akibat kerumunan Pilkada sprt ini, siapa yg harus bertanggung jawab dan ditetapkan sbg tersangka??  @mohmahfudmd  Akankah polisi berlaku dan bertindak adil sprt thd IBHRS? Rakyat menanti rasa keadilan tsb.   https://t.co/mOkjxMskrS
muhsinin9;@e100ss Covid diindonesia itu cerdas bisa bedakan pilkada dan kerumunan lainnya..  https://t.co/iypRq2Tm86;negatif; Covid diindonesia itu cerdas, bisa bedakan pilkada dan kerumunan lainnya..  https://t.co/iypRq2Tm86
iki_armanda12;@TMCPoldaMetro Terus pilkada daerah positif covid siapa yg jadi tersangka nya ya pak polisi?;negatif; Terus pilkada daerah positif covid siapa yg jadi tersangka nya ya pak polisi?
ekabayou;@e100ss Aahhhh yg bener prof.. Tp kok berita Covid justru rame setelah pilkada? 😂😂😂;negatif; Aahhhh yg bener prof.. Tp kok berita Covid justru rame setelah pilkada? 😂😂😂
mas_ois;@jokowi Pak kasus kerumunan akibat pilkada gimana pak? Terus petugas kpu kpps yg kena Covid gimana pak? Mau nanya aja.;negatif; Pak kasus kerumunan akibat pilkada gimana pak? Terus petugas kpu kpps yg kena Covid gimana pak? Mau nanya aja.
rehanfahrezi17;@detikcom Sebenarnya mah ada penularan covid cuma dirahasikan aja supaya pilkada berjalan dengan lancar haha kita paham dengan permainanya;negatif; Sebenarnya mah ada penularan covid cuma dirahasikan aja supaya pilkada berjalan dengan lancar haha kita paham dengan permainanya
ibnuhartas;@detikcom Klaster baru banyak bermunculan di komplek gue di daerah tangsel akibat pilkada. Bahkan ketua kpu nya pun meninggal karna covid;negatif; Klaster baru banyak bermunculan di komplek gue di daerah tangsel akibat pilkada. Bahkan ketua kpu nya pun meninggal karna covid
jokogendeng81;@tempodotco Pilkada Jadi Klaster Penyebaran Covid-19 Kabupaten Serang Masuk Zona Merah: Berdasarkan data terbaru dari Satgas percepatan penanganan Covid-19 Provinsi Banten Kabupaten Serang kembali masuk dalam zona merah Covid-19. Juru bicara Satgas Percep;negatif; Pilkada Jadi Klaster Penyebaran Covid-19, Kabupaten Serang Masuk Zona Merah: Berdasarkan data terbaru dari Satgas percepatan penanganan Covid-19 Provinsi Banten, Kabupaten Serang kembali masuk dalam zona merah Covid-19. Juru bicara Satgas Percepatan…  https://t.co/uVqn6g9Nz7
opick31777550;@tvOneNews klo soal kampanye dan pilkada serta pengajian2 lainnya gk melanggar ya....rupanya virus covid skrg bisa di remot jg rupanya bisa pilih2 alamat;negatif; klo soal kampanye dan pilkada serta pengajian2 lainnya gk melanggar ya....rupanya virus covid skrg bisa di remot jg rupanya, bisa pilih2 alamat
etirtaatmaja;@CNNIndonesia Yang terpapar covid-19 di pilkada juga naik. Kok gak disebutkan prof.;negatif; Yang terpapar covid-19 di pilkada juga naik. Kok gak disebutkan prof.
inisiatifnews;Menko @PolhukamRI Prof @mohmahfudmd mengucapkan terima kasih Pilkada 2020 berjalan baik dan tanpa cipatakan klaster COVID-19.  https://t.co/WYQhQ6kxcG;positif;Menko  Prof @mohmahfudmd mengucapkan terima kasih, Pilkada 2020 berjalan baik dan tanpa cipatakan klaster COVID-19.  https://t.co/WYQhQ6kxcG
rohman54157858;@republikaonline Salah satu pil yg kebal covid adalah pilkada;negatif; Salah satu pil yg kebal covid adalah pilkada,,,
safril_lamno;@tvOneNews Data dari satgas covid ribuan org reaktif asuw 😂😂 gara gara pilkada;negatif; Data dari satgas covid ribuan org reaktif asuw 😂😂 gara gara pilkada
shae_ll;Pilkada Serentak 9 Desember 2020 yg telah berlangsung dengan aman lancar dan dijalankan dengan tingkat kepatuhan pada protokol kesehatan Covid-19 yg tinggi.  @Kemendagri_RI  #ProkesPilkadaSukses  https://t.co/qrq2PGovZi;positif;Pilkada Serentak 9 Desember 2020 yg telah berlangsung dengan aman, lancar dan dijalankan dengan tingkat kepatuhan pada protokol kesehatan Covid-19 yg tinggi.    #ProkesPilkadaSukses  https://t.co/qrq2PGovZi
